dt,state,confirmed
2020-03-07,MD,3
2020-03-07,ME,0
2020-03-07,MI,0
2020-03-07,MN,1
2020-03-07,MO,0
2020-03-07,MS,0
2020-03-07,MT,0
2020-03-07,NC,2
2020-03-07,ND,0
2020-03-07,NE,1
2020-03-07,NH,2
2020-03-07,NJ,4
2020-03-07,NM,0
2020-03-07,NV,2
2020-03-07,NY,76
2020-03-07,OH,0
2020-03-07,OK,1
2020-03-07,OR,6
2020-03-07,PA,2
2020-03-07,RI,3
2020-03-07,SC,2
2020-03-07,SD,0
2020-03-07,TN,1
2020-03-07,TX,8
2020-03-07,UT,1
2020-03-07,VA,0
2020-03-07,VT,0
2020-03-07,WA,102
2020-03-07,WI,0
2020-03-07,WV,0
2020-03-07,WY,0
2020-03-08,AK,0
2020-03-08,AL,0
2020-03-08,AR,0
2020-03-08,AZ,4
2020-03-08,CA,95
2020-03-08,CO,7
2020-03-08,CT,0
2020-03-08,D.C.,2
2020-03-08,DE,0
2020-03-08,FL,10
2020-03-08,GA,5
2020-03-08,HI,1
2020-03-08,IA,0
2020-03-08,ID,0
2020-03-08,IL,7
2020-03-08,IN,2
2020-03-08,KS,1
2020-03-08,KY,1
2020-03-08,LA,0
2020-03-08,MA,22
2020-03-08,MD,5
2020-03-08,ME,0
2020-03-08,MI,0
2020-03-08,MN,1
2020-03-08,MO,1
2020-03-08,MS,0
2020-03-08,MT,0
2020-03-08,NC,2
2020-03-08,ND,0
2020-03-08,NE,1
2020-03-08,NH,4
2020-03-08,NJ,5
2020-03-08,NM,0
2020-03-08,NV,4
2020-03-08,NY,106
2020-03-08,OH,0
2020-03-08,OK,1
2020-03-08,OR,14
2020-03-08,PA,6
2020-03-08,RI,3
2020-03-08,SC,2
2020-03-08,SD,0
2020-03-08,TN,3
2020-03-08,TX,11
2020-03-08,UT,1
2020-03-08,VA,2
2020-03-08,VT,1
2020-03-08,WA,122
2020-03-08,WI,0
2020-03-08,WV,0
2020-03-08,WY,0
2020-03-09,AK,0
2020-03-09,AL,0
2020-03-09,AR,0
2020-03-09,AZ,4
2020-03-09,CA,101
2020-03-09,CO,7
2020-03-09,CT,0
2020-03-09,D.C.,2
2020-03-09,DE,0
2020-03-09,FL,13
2020-03-09,GA,10
2020-03-09,HI,1
2020-03-09,IA,3
2020-03-09,ID,0
2020-03-09,IL,7
2020-03-09,IN,3
2020-03-09,KS,1
2020-03-09,KY,4
2020-03-09,LA,1
2020-03-09,MA,22
2020-03-09,MD,5
2020-03-09,ME,0
2020-03-09,MI,0
2020-03-09,MN,2
2020-03-09,MO,1
2020-03-09,MS,0
2020-03-09,MT,0
2020-03-09,NC,2
2020-03-09,ND,0
2020-03-09,NE,3
2020-03-09,NH,4
2020-03-09,NJ,5
2020-03-09,NM,0
2020-03-09,NV,4
2020-03-09,NY,142
2020-03-09,OH,0
2020-03-09,OK,1
2020-03-09,OR,14
2020-03-09,PA,7
2020-03-09,RI,3
2020-03-09,SC,3
2020-03-09,SD,0
2020-03-09,TN,3
2020-03-09,TX,13
2020-03-09,UT,1
2020-03-09,VA,2
2020-03-09,VT,1
2020-03-09,WA,122
2020-03-09,WI,0
2020-03-09,WV,0
2020-03-09,WY,0
2020-03-10,AK,0
2020-03-10,AL,0
2020-03-10,AR,0
2020-03-10,AZ,6
2020-03-10,CA,144
2020-03-10,CO,15
2020-03-10,CT,2
2020-03-10,D.C.,5
2020-03-10,DE,0
2020-03-10,FL,15
2020-03-10,GA,17
2020-03-10,HI,2
2020-03-10,IA,8
2020-03-10,ID,0
2020-03-10,IL,12
2020-03-10,IN,6
2020-03-10,KS,1
2020-03-10,KY,6
2020-03-10,LA,1
2020-03-10,MA,92
2020-03-10,MD,8
2020-03-10,ME,0
2020-03-10,MI,0
2020-03-10,MN,3
2020-03-10,MO,1
2020-03-10,MS,0
2020-03-10,MT,0
2020-03-10,NC,7
2020-03-10,ND,0
2020-03-10,NE,3
2020-03-10,NH,4
2020-03-10,NJ,15
2020-03-10,NM,0
2020-03-10,NV,4
2020-03-10,NY,173
2020-03-10,OH,3
2020-03-10,OK,2
2020-03-10,OR,15
2020-03-10,PA,12
2020-03-10,RI,3
2020-03-10,SC,7
2020-03-10,SD,0
2020-03-10,TN,7
2020-03-10,TX,13
2020-03-10,UT,2
2020-03-10,VA,7
2020-03-10,VT,1
2020-03-10,WA,267
2020-03-10,WI,3
2020-03-10,WV,0
2020-03-10,WY,0
2020-03-11,AK,0
2020-03-11,AL,0
2020-03-11,AR,1
2020-03-11,AZ,9
2020-03-11,CA,177
2020-03-11,CO,34
2020-03-11,CT,3
2020-03-11,D.C.,10
2020-03-11,DE,1
2020-03-11,FL,28
2020-03-11,GA,23
2020-03-11,HI,2
2020-03-11,IA,13
2020-03-11,ID,0
2020-03-11,IL,25
2020-03-11,IN,11
2020-03-11,KS,1
2020-03-11,KY,8
2020-03-11,LA,6
2020-03-11,MA,95
2020-03-11,MD,9
2020-03-11,ME,0
2020-03-11,MI,2
2020-03-11,MN,5
2020-03-11,MO,1
2020-03-11,MS,0
2020-03-11,MT,1
2020-03-11,NC,7
2020-03-11,ND,0
2020-03-11,NE,5
2020-03-11,NH,5
2020-03-11,NJ,23
2020-03-11,NM,3
2020-03-11,NV,7
2020-03-11,NY,220
2020-03-11,OH,4
2020-03-11,OK,2
2020-03-11,OR,19
2020-03-11,PA,16
2020-03-11,RI,5
2020-03-11,SC,10
2020-03-11,SD,8
2020-03-11,TN,9
2020-03-11,TX,21
2020-03-11,UT,3
2020-03-11,VA,9
2020-03-11,VT,1
2020-03-11,WA,366
2020-03-11,WI,6
2020-03-11,WV,0
2020-03-11,WY,0
2020-03-12,AK,0
2020-03-12,AL,0
2020-03-12,AR,6
2020-03-12,AZ,9
2020-03-12,CA,221
2020-03-12,CO,45
2020-03-12,CT,5
2020-03-12,D.C.,10
2020-03-12,DE,1
2020-03-12,FL,35
2020-03-12,GA,31
2020-03-12,HI,2
2020-03-12,IA,16
2020-03-12,ID,0
2020-03-12,IL,32
2020-03-12,IN,13
2020-03-12,KS,1
2020-03-12,KY,10
2020-03-12,LA,19
2020-03-12,MA,108
2020-03-12,MD,12
2020-03-12,ME,0
2020-03-12,MI,2
2020-03-12,MN,9
2020-03-12,MO,1
2020-03-12,MS,1
2020-03-12,MT,1
2020-03-12,NC,15
2020-03-12,ND,1
2020-03-12,NE,10
2020-03-12,NH,6
2020-03-12,NJ,29
2020-03-12,NM,5
2020-03-12,NV,14
2020-03-12,NY,328
2020-03-12,OH,5
2020-03-12,OK,2
2020-03-12,OR,24
2020-03-12,PA,22
2020-03-12,RI,5
2020-03-12,SC,12
2020-03-12,SD,8
2020-03-12,TN,18
2020-03-12,TX,27
2020-03-12,UT,5
2020-03-12,VA,17
2020-03-12,VT,2
2020-03-12,WA,442
2020-03-12,WI,8
2020-03-12,WV,0
2020-03-12,WY,1
2020-03-13,AK,1
2020-03-13,AL,5
2020-03-13,AR,6
2020-03-13,AZ,9
2020-03-13,CA,282
2020-03-13,CO,49
2020-03-13,CT,11
2020-03-13,D.C.,10
2020-03-13,DE,4
2020-03-13,FL,50
2020-03-13,GA,42
2020-03-13,HI,2
2020-03-13,IA,17
2020-03-13,ID,1
2020-03-13,IL,46
2020-03-13,IN,13
2020-03-13,KS,5
2020-03-13,KY,14
2020-03-13,LA,36
2020-03-13,MA,123
2020-03-13,MD,18
2020-03-13,ME,1
2020-03-13,MI,16
2020-03-13,MN,14
2020-03-13,MO,2
2020-03-13,MS,1
2020-03-13,MT,1
2020-03-13,NC,17
2020-03-13,ND,1
2020-03-13,NE,13
2020-03-13,NH,6
2020-03-13,NJ,29
2020-03-13,NM,10
2020-03-13,NV,17
2020-03-13,NY,421
2020-03-13,OH,13
2020-03-13,OK,2
2020-03-13,OR,30
2020-03-13,PA,41
2020-03-13,RI,14
2020-03-13,SC,13
2020-03-13,SD,8
2020-03-13,TN,26
2020-03-13,TX,43
2020-03-13,UT,9
2020-03-13,VA,30
2020-03-13,VT,2
2020-03-13,WA,568
2020-03-13,WI,19
2020-03-13,WV,0
2020-03-13,WY,1
2020-03-14,AK,1
2020-03-14,AL,6
2020-03-14,AR,12
2020-03-14,AZ,12
2020-03-14,CA,340
2020-03-14,CO,101
2020-03-14,CT,22
2020-03-14,D.C.,10
2020-03-14,DE,6
2020-03-14,FL,76
2020-03-14,GA,66
2020-03-14,HI,4
2020-03-14,IA,17
2020-03-14,ID,2
2020-03-14,IL,64
2020-03-14,IN,16
2020-03-14,KS,8
2020-03-14,KY,14
2020-03-14,LA,77
2020-03-14,MA,138
2020-03-14,MD,26
2020-03-14,ME,3
2020-03-14,MI,25
2020-03-14,MN,21
2020-03-14,MO,4
2020-03-14,MS,6
2020-03-14,MT,5
2020-03-14,NC,24
2020-03-14,ND,1
2020-03-14,NE,14
2020-03-14,NH,7
2020-03-14,NJ,69
2020-03-14,NM,10
2020-03-14,NV,21
2020-03-14,NY,525
2020-03-14,OH,26
2020-03-14,OK,4
2020-03-14,OR,32
2020-03-14,PA,47
2020-03-14,RI,20
2020-03-14,SC,19
2020-03-14,SD,9
2020-03-14,TN,32
2020-03-14,TX,57
2020-03-14,UT,10
2020-03-14,VA,41
2020-03-14,VT,5
2020-03-14,WA,572
2020-03-14,WI,27
2020-03-14,WV,0
2020-03-14,WY,2
2020-03-15,AK,1
2020-03-15,AL,12
2020-03-15,AR,16
2020-03-15,AZ,13
2020-03-15,CA,426
2020-03-15,CO,131
2020-03-15,CT,24
2020-03-15,D.C.,16
2020-03-15,DE,7
2020-03-15,FL,115
2020-03-15,GA,99
2020-03-15,HI,6
2020-03-15,IA,18
2020-03-15,ID,5
2020-03-15,IL,93
2020-03-15,IN,20
2020-03-15,KS,8
2020-03-15,KY,20
2020-03-15,LA,91
2020-03-15,MA,164
2020-03-15,MD,32
2020-03-15,ME,12
2020-03-15,MI,33
2020-03-15,MN,35
2020-03-15,MO,5
2020-03-15,MS,10
2020-03-15,MT,7
2020-03-15,NC,33
2020-03-15,ND,1
2020-03-15,NE,17
2020-03-15,NH,13
2020-03-15,NJ,98
2020-03-15,NM,13
2020-03-15,NV,24
2020-03-15,NY,732
2020-03-15,OH,37
2020-03-15,OK,7
2020-03-15,OR,36
2020-03-15,PA,66
2020-03-15,RI,20
2020-03-15,SC,28
2020-03-15,SD,9
2020-03-15,TN,39
2020-03-15,TX,72
2020-03-15,UT,28
2020-03-15,VA,45
2020-03-15,VT,8
2020-03-15,WA,643
2020-03-15,WI,32
2020-03-15,WV,0
2020-03-15,WY,3
2020-03-16,AK,1
2020-03-16,AL,29
2020-03-16,AR,22
2020-03-16,AZ,18
2020-03-16,CA,557
2020-03-16,CO,160
2020-03-16,CT,30
2020-03-16,D.C.,22
2020-03-16,DE,8
2020-03-16,FL,155
2020-03-16,GA,121
2020-03-16,HI,7
2020-03-16,IA,23
2020-03-16,ID,5
2020-03-16,IL,105
2020-03-16,IN,25
2020-03-16,KS,11
2020-03-16,KY,21
2020-03-16,LA,136
2020-03-16,MA,197
2020-03-16,MD,41
2020-03-16,ME,17
2020-03-16,MI,53
2020-03-16,MN,54
2020-03-16,MO,6
2020-03-16,MS,13
2020-03-16,MT,7
2020-03-16,NC,38
2020-03-16,ND,1
2020-03-16,NE,18
2020-03-16,NH,17
2020-03-16,NJ,178
2020-03-16,NM,17
2020-03-16,NV,45
2020-03-16,NY,967
2020-03-16,OH,50
2020-03-16,OK,10
2020-03-16,OR,39
2020-03-16,PA,77
2020-03-16,RI,21
2020-03-16,SC,33
2020-03-16,SD,10
2020-03-16,TN,52
2020-03-16,TX,85
2020-03-16,UT,39
2020-03-16,VA,49
2020-03-16,VT,12
2020-03-16,WA,904
2020-03-16,WI,47
2020-03-16,WV,0
2020-03-16,WY,3
2020-03-17,AK,3
2020-03-17,AL,39
2020-03-17,AR,22
2020-03-17,AZ,20
2020-03-17,CA,698
2020-03-17,CO,160
2020-03-17,CT,68
2020-03-17,D.C.,22
2020-03-17,DE,16
2020-03-17,FL,216
2020-03-17,GA,146
2020-03-17,HI,10
2020-03-17,IA,23
2020-03-17,ID,8
2020-03-17,IL,161
2020-03-17,IN,30
2020-03-17,KS,18
2020-03-17,KY,26
2020-03-17,LA,196
2020-03-17,MA,218
2020-03-17,MD,60
2020-03-17,ME,32
2020-03-17,MI,65
2020-03-17,MN,60
2020-03-17,MO,11
2020-03-17,MS,21
2020-03-17,MT,9
2020-03-17,NC,64
2020-03-17,ND,3
2020-03-17,NE,21
2020-03-17,NH,26
2020-03-17,NJ,267
2020-03-17,NM,23
2020-03-17,NV,56
2020-03-17,NY,1706
2020-03-17,OH,67
2020-03-17,OK,19
2020-03-17,OR,66
2020-03-17,PA,112
2020-03-17,RI,23
2020-03-17,SC,47
2020-03-17,SD,11
2020-03-17,TN,74
2020-03-17,TX,110
2020-03-17,UT,51
2020-03-17,VA,67
2020-03-17,VT,12
2020-03-17,WA,1076
2020-03-17,WI,72
2020-03-17,WV,1
2020-03-17,WY,11
2020-03-18,AK,6
2020-03-18,AL,46
2020-03-18,AR,33
2020-03-18,AZ,27
2020-03-18,CA,751
2020-03-18,CO,184
2020-03-18,CT,68
2020-03-18,D.C.,31
2020-03-18,DE,19
2020-03-18,FL,314
2020-03-18,GA,199
2020-03-18,HI,14
2020-03-18,IA,29
2020-03-18,ID,9
2020-03-18,IL,162
2020-03-18,IN,39
2020-03-18,KS,18
2020-03-18,KY,27
2020-03-18,LA,257
2020-03-18,MA,218
2020-03-18,MD,85
2020-03-18,ME,42
2020-03-18,MI,83
2020-03-18,MN,77
2020-03-18,MO,18
2020-03-18,MS,34
2020-03-18,MT,11
2020-03-18,NC,70
2020-03-18,ND,6
2020-03-18,NE,24
2020-03-18,NH,26
2020-03-18,NJ,267
2020-03-18,NM,23
2020-03-18,NV,55
2020-03-18,NY,2495
2020-03-18,OH,86
2020-03-18,OK,19
2020-03-18,OR,68
2020-03-18,PA,152
2020-03-18,RI,33
2020-03-18,SC,47
2020-03-18,SD,11
2020-03-18,TN,79
2020-03-18,TX,173
2020-03-18,UT,51
2020-03-18,VA,77
2020-03-18,VT,18
2020-03-18,WA,1014
2020-03-18,WI,92
2020-03-18,WV,1
2020-03-18,WY,15
2020-03-19,AK,9
2020-03-19,AL,78
2020-03-19,AR,62
2020-03-19,AZ,45
2020-03-19,CA,952
2020-03-19,CO,277
2020-03-19,CT,159
2020-03-19,D.C.,40
2020-03-19,DE,30
2020-03-19,FL,417
2020-03-19,GA,287
2020-03-19,HI,16
2020-03-19,IA,44
2020-03-19,ID,11
2020-03-19,IL,422
2020-03-19,IN,60
2020-03-19,KS,34
2020-03-19,KY,37
2020-03-19,LA,392
2020-03-19,MA,328
2020-03-19,MD,107
2020-03-19,ME,52
2020-03-19,MI,334
2020-03-19,MN,89
2020-03-19,MO,31
2020-03-19,MS,50
2020-03-19,MT,11
2020-03-19,NC,123
2020-03-19,ND,18
2020-03-19,NE,29
2020-03-19,NH,44
2020-03-19,NJ,742
2020-03-19,NM,35
2020-03-19,NV,95
2020-03-19,NY,5365
2020-03-19,OH,119
2020-03-19,OK,44
2020-03-19,OR,88
2020-03-19,PA,206
2020-03-19,RI,44
2020-03-19,SC,81
2020-03-19,SD,11
2020-03-19,TN,154
2020-03-19,TX,260
2020-03-19,UT,80
2020-03-19,VA,99
2020-03-19,VT,22
2020-03-19,WA,1376
2020-03-19,WI,159
2020-03-19,WV,2
2020-03-19,WY,18
2020-03-20,AK,12
2020-03-20,AL,83
2020-03-20,AR,96
2020-03-20,AZ,78
2020-03-20,CA,1177
2020-03-20,CO,363
2020-03-20,CT,194
2020-03-20,D.C.,71
2020-03-20,DE,38
2020-03-20,FL,563
2020-03-20,GA,420
2020-03-20,HI,26
2020-03-20,IA,45
2020-03-20,ID,23
2020-03-20,IL,585
2020-03-20,IN,86
2020-03-20,KS,44
2020-03-20,KY,47
2020-03-20,LA,538
2020-03-20,MA,413
2020-03-20,MD,149
2020-03-20,ME,56
2020-03-20,MI,552
2020-03-20,MN,115
2020-03-20,MO,53
2020-03-20,MS,80
2020-03-20,MT,15
2020-03-20,NC,172
2020-03-20,ND,19
2020-03-20,NE,37
2020-03-20,NH,44
2020-03-20,NJ,890
2020-03-20,NM,43
2020-03-20,NV,114
2020-03-20,NY,8310
2020-03-20,OH,173
2020-03-20,OK,49
2020-03-20,OR,114
2020-03-20,PA,303
2020-03-20,RI,54
2020-03-20,SC,126
2020-03-20,SD,14
2020-03-20,TN,233
2020-03-20,TX,394
2020-03-20,UT,78
2020-03-20,VA,122
2020-03-20,VT,29
2020-03-20,WA,1524
2020-03-20,WI,207
2020-03-20,WV,7
2020-03-20,WY,19
2020-03-21,AK,15
2020-03-21,AL,131
2020-03-21,AR,122
2020-03-21,AZ,118
2020-03-21,CA,1364
2020-03-21,CO,390
2020-03-21,CT,194
2020-03-21,D.C.,77
2020-03-21,DE,45
2020-03-21,FL,659
2020-03-21,GA,507
2020-03-21,HI,37
2020-03-21,IA,68
2020-03-21,ID,36
2020-03-21,IL,753
2020-03-21,IN,128
2020-03-21,KS,57
2020-03-21,KY,87
2020-03-21,LA,585
2020-03-21,MA,525
2020-03-21,MD,193
2020-03-21,ME,70
2020-03-21,MI,788
2020-03-21,MN,138
2020-03-21,MO,74
2020-03-21,MS,140
2020-03-21,MT,21
2020-03-21,NC,253
2020-03-21,ND,28
2020-03-21,NE,38
2020-03-21,NH,55
2020-03-21,NJ,1327
2020-03-21,NM,43
2020-03-21,NV,161
2020-03-21,NY,11710
2020-03-21,OH,248
2020-03-21,OK,53
2020-03-21,OR,114
2020-03-21,PA,396
2020-03-21,RI,66
2020-03-21,SC,171
2020-03-21,SD,14
2020-03-21,TN,371
2020-03-21,TX,581
2020-03-21,UT,136
2020-03-21,VA,156
2020-03-21,VT,29
2020-03-21,WA,1793
2020-03-21,WI,282
2020-03-21,WV,8
2020-03-21,WY,23
2020-03-22,AK,21
2020-03-22,AL,138
2020-03-22,AR,165
2020-03-22,AZ,152
2020-03-22,CA,1642
2020-03-22,CO,476
2020-03-22,CT,223
2020-03-22,D.C.,102
2020-03-22,DE,47
2020-03-22,FL,830
2020-03-22,GA,600
2020-03-22,HI,48
2020-03-22,IA,90
2020-03-22,ID,42
2020-03-22,IL,1049
2020-03-22,IN,201
2020-03-22,KS,64
2020-03-22,KY,99
2020-03-22,LA,837
2020-03-22,MA,646
2020-03-22,MD,244
2020-03-22,ME,89
2020-03-22,MI,1037
2020-03-22,MN,169
2020-03-22,MO,100
2020-03-22,MS,207
2020-03-22,MT,31
2020-03-22,NC,302
2020-03-22,ND,28
2020-03-22,NE,51
2020-03-22,NH,65
2020-03-22,NJ,1914
2020-03-22,NM,57
2020-03-22,NV,190
2020-03-22,NY,15793
2020-03-22,OH,355
2020-03-22,OK,67
2020-03-22,OR,161
2020-03-22,PA,509
2020-03-22,RI,83
2020-03-22,SC,196
2020-03-22,SD,21
2020-03-22,TN,505
2020-03-22,TX,627
2020-03-22,UT,181
2020-03-22,VA,221
2020-03-22,VT,52
2020-03-22,WA,1996
2020-03-22,WI,381
2020-03-22,WV,12
2020-03-22,WY,24
